university,gpa,country,timezone,submission_duration_min,position_applied,years_experience,technical_skills_count,soft_skills_count,resume_file_size_kb,device_type,referral_source,is_fraudulent,email_username_length,has_suspicious_domain,name_length_ratio,suspicious_ip,submission_speed,application_hour,is_night_hour,application_dayofweek,application_month
Tech Institute,3.37,Canada,GMT,33,Marketing Intern,0,3,3,399,Windows Chrome,LinkedIn,False,13,0,0.45,0,11.0,17,0,3,1
Tech Institute,3.3,China,CET,82,Software Developer Intern,1,2,4,143,Mac Safari,LinkedIn,False,16,0,0.6,0,41.0,12,0,6,2
International University,2.87,USA,IST,104,Marketing Intern,2,3,3,360,Mobile iOS,University,False,13,0,0.45,0,34.666666666666664,12,0,2,6
Community College,3.62,Canada,UTC,2,Software Developer Intern,5,9,7,83,Automated Script,Unknown,True,14,0,0.6,1,0.2222222222222222,3,1,5,4
Liberal Arts College,3.13,Germany,CST,43,Software Developer Intern,1,4,3,359,Windows Firefox,University,False,15,0,0.55,0,10.75,12,0,2,4
State University,3.42,Germany,GMT,84,Marketing Intern,1,5,3,65,Windows Firefox,Company Website,False,15,0,0.55,0,16.8,10,0,0,2
Community College,3.93,Canada,,7,Marketing Intern,5,7,6,23,Automated Script,,True,14,0,0.6,1,1.0,9,0,2,5
Liberal Arts College,3.58,Germany,EST,77,Software Developer Intern,1,3,3,203,Windows Firefox,LinkedIn,False,17,0,0.65,0,25.666666666666668,10,0,5,1
Community College,2.97,Australia,PST,58,Software Developer Intern,3,4,3,248,Mobile iOS,Job Portal,False,14,0,0.5,0,14.5,12,0,4,1
Liberal Arts College,3.7,China,EST,54,Software Developer Intern,0,5,2,124,Windows Firefox,Company Website,False,14,0,0.5,0,10.8,16,0,4,1
Liberal Arts College,3.42,Germany,IST,86,Marketing Intern,2,3,3,440,Mobile iOS,Company Website,False,14,0,0.5,0,28.666666666666668,17,0,4,5
International University,3.82,UK,UTC,3,Marketing Intern,8,8,6,89,Automated Script,Direct,True,14,0,0.6,1,0.375,7,0,3,6
Tech Institute,3.74,Multiple,UTC,4,Business Analyst Intern,6,9,6,43,Automated Script,,True,6,1,0.7,1,0.4444444444444444,0,1,1,1
Community College,3.31,China,CET,99,Research Assistant,1,2,3,389,Windows Firefox,University,False,14,0,0.5,0,49.5,11,0,6,4
Tech Institute,3.18,India,CET,40,Marketing Intern,0,5,3,324,Mobile iOS,Company Website,False,15,0,0.55,0,8.0,10,0,1,1
Liberal Arts College,3.43,India,GMT,57,Research Assistant,3,3,2,99,Windows Chrome,LinkedIn,False,17,0,0.65,0,19.0,16,0,5,5
State University,3.77,Germany,CST,21,Software Developer Intern,0,5,3,381,Mobile iOS,Company Website,False,15,0,0.55,0,4.2,12,0,3,2
Online University,3.58,Australia,GMT,64,Research Assistant,0,4,4,149,Mobile iOS,LinkedIn,False,15,0,0.55,0,16.0,10,0,2,6
Online University,3.1,China,IST,93,Data Science Intern,2,4,4,468,Windows Chrome,University,False,14,0,0.5,0,23.25,11,0,1,1
International University,3.31,China,EST,50,Software Developer Intern,1,3,2,228,Windows Chrome,LinkedIn,False,12,0,0.45,0,16.666666666666668,13,0,4,4
Tech Institute,3.79,,UTC,5,Research Assistant,6,8,5,91,Automated Script,,True,15,0,0.65,1,0.625,7,0,3,3
Tech Institute,3.23,Brazil,IST,82,Data Science Intern,0,3,4,405,Windows Chrome,University,False,15,0,0.55,0,27.33333333333333,17,0,4,5
Online University,3.46,Canada,IST,42,Research Assistant,0,2,3,133,Windows Firefox,LinkedIn,False,15,0,0.6,0,21.0,9,0,4,5
International University,3.07,Canada,PST,113,Data Science Intern,3,4,4,369,Windows Firefox,Company Website,False,17,0,0.65,0,28.25,13,0,2,1
Community College,3.36,UK,CET,27,Research Assistant,2,2,2,382,Mac Safari,University,False,13,0,0.45,0,13.5,14,0,2,3
International University,3.48,USA,CST,33,Data Science Intern,2,3,4,449,Mobile iOS,Job Portal,False,14,0,0.5,0,11.0,15,0,1,4
Online University,2.83,Brazil,EST,22,Data Science Intern,1,4,2,285,Windows Firefox,Company Website,False,16,0,0.6,0,5.5,12,0,3,1
State University,3.33,India,GMT,57,Software Developer Intern,1,4,2,487,Windows Firefox,University,False,14,0,0.55,0,14.25,17,0,6,1
State University,3.14,Brazil,PST,20,Business Analyst Intern,0,2,4,261,Windows Chrome,LinkedIn,False,16,0,0.6,0,10.0,14,0,5,5
State University,3.76,UK,PST,107,Marketing Intern,1,3,4,324,Windows Firefox,University,False,16,0,0.6,0,35.666666666666664,10,0,1,5
Liberal Arts College,3.5,Brazil,CET,98,Software Developer Intern,0,5,4,360,Windows Firefox,Company Website,False,14,0,0.5,0,19.6,11,0,6,4
Online University,3.33,UK,PST,29,Business Analyst Intern,0,2,4,222,Windows Firefox,LinkedIn,False,17,0,0.65,0,14.5,11,0,0,2
Liberal Arts College,3.4,China,CET,25,Marketing Intern,2,3,2,392,Mac Safari,Company Website,False,13,0,0.45,0,8.333333333333334,14,0,4,5
Community College,3.8,Brazil,EST,53,Marketing Intern,2,4,2,452,Windows Chrome,Job Portal,False,13,0,0.45,0,13.25,15,0,0,3
Tech Institute,3.55,Brazil,EST,62,Research Assistant,0,5,2,187,Mobile iOS,Company Website,False,14,0,0.5,0,12.4,13,0,1,1
State University,3.75,India,GMT,81,Marketing Intern,2,4,3,120,Windows Chrome,LinkedIn,False,11,0,0.45,0,20.25,11,0,2,6
Tech Institute,3.39,Germany,GMT,40,Business Analyst Intern,3,2,3,285,Windows Chrome,University,False,15,0,0.55,0,20.0,14,0,0,4
State University,3.07,China,GMT,25,Business Analyst Intern,2,3,3,323,Mobile iOS,Company Website,False,14,0,0.5,0,8.333333333333334,16,0,0,2
Community College,3.23,Australia,CET,59,Research Assistant,1,4,2,418,Mobile iOS,Job Portal,False,14,0,0.5,0,14.75,13,0,2,1
Online University,2.53,Canada,PST,40,Business Analyst Intern,1,4,3,260,Windows Firefox,University,False,16,0,0.6,0,10.0,9,0,3,6
Liberal Arts College,2.75,Brazil,EST,110,Research Assistant,2,4,3,382,Mac Safari,Company Website,False,13,0,0.45,0,27.5,10,0,3,5
State University,3.4,Brazil,EST,36,Data Science Intern,0,3,2,115,Mac Safari,Job Portal,False,14,0,0.5,0,12.0,10,0,6,1
Tech Institute,3.6,Canada,IST,22,Marketing Intern,3,5,4,106,Windows Chrome,University,False,15,0,0.6,0,4.4,11,0,3,3
Tech Institute,3.53,Brazil,GMT,57,Research Assistant,1,5,2,320,Mac Safari,Job Portal,False,15,0,0.55,0,11.4,12,0,0,5
State University,2.86,Germany,PST,89,Software Developer Intern,0,3,3,132,Windows Firefox,LinkedIn,False,16,0,0.6,0,29.666666666666668,12,0,1,4
Community College,3.66,USA,CET,39,Marketing Intern,1,5,3,173,Mobile iOS,Job Portal,False,14,0,0.5,0,7.8,14,0,6,3
Liberal Arts College,2.66,USA,GMT,33,Software Developer Intern,0,3,4,195,Windows Firefox,LinkedIn,False,13,0,0.45,0,11.0,10,0,1,5
Liberal Arts College,3.49,Canada,EST,112,Marketing Intern,0,4,2,484,Mobile iOS,University,False,13,0,0.45,0,28.0,13,0,1,1
Community College,3.8,Germany,,8,Marketing Intern,5,9,7,75,Automated Script,Direct,True,13,0,0.6,1,0.8888888888888888,0,1,2,1
Liberal Arts College,3.48,USA,GMT,95,Data Science Intern,0,2,4,73,Mobile iOS,Company Website,False,13,0,0.45,0,47.5,16,0,4,3
International University,3.07,Canada,IST,68,Software Developer Intern,1,4,3,388,Windows Chrome,Company Website,False,16,0,0.6,0,17.0,15,0,3,2
Liberal Arts College,3.18,UK,PST,25,Marketing Intern,1,4,2,443,Mac Safari,LinkedIn,False,12,0,0.45,0,6.25,11,0,6,3
Community College,3.54,Brazil,CET,92,Business Analyst Intern,0,4,4,116,Windows Firefox,Company Website,False,17,0,0.65,0,23.0,15,0,0,1
Liberal Arts College,3.47,Canada,IST,38,Data Science Intern,0,3,2,171,Mobile iOS,University,False,14,0,0.5,0,12.666666666666666,11,0,5,5
Community College,3.76,India,IST,70,Business Analyst Intern,1,3,2,358,Mac Safari,Job Portal,False,13,0,0.45,0,23.33333333333333,16,0,6,6
Community College,3.58,India,CST,119,Data Science Intern,2,2,2,267,Windows Firefox,LinkedIn,False,14,0,0.5,0,59.5,12,0,6,5
Online University,3.51,USA,CST,44,Marketing Intern,1,2,2,391,Windows Firefox,Job Portal,False,15,0,0.55,0,22.0,10,0,1,2
Liberal Arts College,3.07,Brazil,EST,51,Software Developer Intern,2,3,3,145,Windows Firefox,Job Portal,False,16,0,0.6,0,17.0,11,0,5,2
Online University,3.35,India,EST,34,Research Assistant,0,2,4,268,Windows Chrome,Company Website,False,13,0,0.45,0,17.0,16,0,3,5
Community College,3.46,China,GMT,34,Research Assistant,0,2,3,349,Mac Safari,LinkedIn,False,16,0,0.6,0,17.0,9,0,3,4
State University,3.5,China,PST,115,Marketing Intern,2,3,4,253,Mobile iOS,Job Portal,False,12,0,0.5,0,38.333333333333336,11,0,0,1
State University,3.45,China,PST,61,Research Assistant,1,4,2,172,Windows Chrome,Job Portal,False,15,0,0.55,0,15.25,13,0,5,1
Community College,3.46,China,IST,23,Marketing Intern,0,3,2,428,Mobile iOS,Company Website,False,16,0,0.6,0,7.666666666666667,10,0,0,3
Liberal Arts College,4.12,Brazil,EST,117,Software Developer Intern,1,2,2,455,Windows Chrome,Company Website,False,13,0,0.45,0,58.5,9,0,0,1
Online University,3.51,UK,CST,75,Research Assistant,1,5,3,377,Windows Firefox,University,False,13,0,0.45,0,15.0,9,0,4,2
Community College,3.6,Canada,PST,56,Research Assistant,1,2,4,352,Windows Chrome,Job Portal,False,13,0,0.5,0,28.0,10,0,3,6
International University,3.6,USA,IST,30,Data Science Intern,2,3,3,74,Mac Safari,LinkedIn,False,13,0,0.45,0,10.0,16,0,1,4
International University,3.55,China,CET,51,Marketing Intern,1,3,3,360,Mobile iOS,Company Website,False,16,0,0.6,0,17.0,14,0,1,5
Liberal Arts College,2.94,Australia,CST,80,Data Science Intern,0,4,2,61,Mobile iOS,Job Portal,False,15,0,0.55,0,20.0,12,0,0,1
Tech Institute,3.26,India,IST,83,Marketing Intern,1,5,3,69,Windows Firefox,University,False,13,0,0.45,0,16.6,16,0,6,2
Liberal Arts College,3.75,Brazil,CET,117,Research Assistant,1,3,2,143,Windows Firefox,Company Website,False,16,0,0.6,0,39.0,17,0,5,3
Online University,3.7,China,IST,65,Business Analyst Intern,1,3,4,248,Mac Safari,University,False,15,0,0.55,0,21.666666666666668,13,0,2,3
State University,3.02,China,GMT,88,Marketing Intern,0,4,2,128,Windows Chrome,Job Portal,False,13,0,0.45,0,22.0,13,0,2,2
Liberal Arts College,3.47,Canada,CST,53,Software Developer Intern,0,4,3,115,Mobile iOS,LinkedIn,False,14,0,0.5,0,13.25,10,0,4,1
State University,3.58,India,PST,47,Data Science Intern,1,2,2,342,Windows Chrome,Company Website,False,16,0,0.6,0,23.5,15,0,5,5
State University,3.36,USA,IST,112,Marketing Intern,0,5,4,188,Mobile iOS,LinkedIn,False,14,0,0.5,0,22.4,10,0,5,4
International University,3.01,Germany,GMT,116,Data Science Intern,2,3,2,86,Mac Safari,Job Portal,False,14,0,0.5,0,38.66666666666666,14,0,0,3
Liberal Arts College,3.79,Germany,GMT,59,Data Science Intern,3,5,4,196,Mac Safari,Company Website,False,13,0,0.5,0,11.8,12,0,6,1
Community College,3.22,UK,GMT,73,Data Science Intern,0,4,3,193,Windows Chrome,University,False,13,0,0.45,0,18.25,9,0,1,1
International University,3.66,Germany,PST,34,Data Science Intern,0,4,3,71,Mac Safari,LinkedIn,False,15,0,0.55,0,8.5,13,0,2,5
Liberal Arts College,2.92,Brazil,GMT,67,Business Analyst Intern,1,5,3,359,Windows Chrome,Company Website,False,14,0,0.5,0,13.4,14,0,2,2
State University,3.05,Canada,IST,110,Software Developer Intern,0,4,2,242,Windows Chrome,LinkedIn,False,14,0,0.5,0,27.5,15,0,3,4
International University,3.1,Australia,CST,113,Business Analyst Intern,0,5,2,401,Windows Firefox,Job Portal,False,13,0,0.45,0,22.6,15,0,2,4
State University,3.95,Multiple,,10,Data Science Intern,6,6,5,97,Automated Script,,True,16,0,0.55,1,1.6666666666666667,13,0,1,1
State University,3.49,Brazil,IST,59,Business Analyst Intern,0,2,4,311,Windows Firefox,Company Website,False,15,0,0.55,0,29.5,15,0,6,1
Liberal Arts College,3.39,India,PST,116,Research Assistant,0,5,2,155,Mac Safari,Company Website,False,14,0,0.5,0,23.2,9,0,0,2
International University,4.05,Multiple,Unknown,10,Business Analyst Intern,6,6,6,34,Windows Chrome,Unknown,True,11,1,0.5,0,1.6666666666666667,20,0,0,1
International University,3.59,Brazil,GMT,76,Software Developer Intern,1,3,2,204,Mac Safari,Job Portal,False,14,0,0.5,0,25.33333333333333,10,0,5,2
State University,3.7,India,UTC,3,Data Science Intern,8,6,8,16,Automated Script,Direct,True,6,1,0.7,1,0.5,0,1,5,3
Liberal Arts College,3.14,USA,PST,100,Marketing Intern,1,4,3,60,Windows Chrome,University,False,14,0,0.5,0,25.0,16,0,2,3
Community College,3.89,UK,UTC,3,Marketing Intern,8,6,7,69,Automated Script,,True,6,1,0.7,1,0.5,0,1,2,1
Community College,2.77,India,PST,27,Data Science Intern,3,3,2,450,Windows Chrome,University,False,13,0,0.45,0,9.0,15,0,6,5
Online University,4.01,Brazil,,2,Research Assistant,6,8,7,80,Windows Chrome,,True,11,1,0.5,0,0.25,14,0,3,6
State University,3.05,Brazil,CST,74,Business Analyst Intern,1,2,4,210,Mobile iOS,University,False,15,0,0.55,0,37.0,13,0,4,4
Tech Institute,3.35,India,GMT,73,Business Analyst Intern,1,2,4,342,Mobile iOS,Job Portal,False,15,0,0.55,0,36.5,15,0,1,5
Online University,3.64,Canada,EST,115,Data Science Intern,2,2,2,152,Windows Chrome,University,False,17,0,0.65,0,57.5,9,0,1,4
International University,2.98,Brazil,PST,42,Business Analyst Intern,2,2,2,296,Mobile iOS,LinkedIn,False,13,0,0.45,0,21.0,10,0,1,6
State University,3.1,USA,GMT,112,Software Developer Intern,0,5,2,117,Mac Safari,LinkedIn,False,14,0,0.5,0,22.4,13,0,6,6
Community College,2.67,UK,IST,37,Business Analyst Intern,1,2,3,61,Windows Firefox,University,False,14,0,0.5,0,18.5,15,0,3,1
Online University,3.87,Australia,Unknown,2,Data Science Intern,8,7,5,75,Automated Script,Direct,True,14,0,0.7,1,0.2857142857142857,7,0,6,2
International University,3.1,China,CST,88,Marketing Intern,1,2,4,166,Mac Safari,Company Website,False,14,0,0.5,0,44.0,12,0,4,6
State University,3.77,Germany,GMT,65,Marketing Intern,0,3,3,131,Mac Safari,University,False,14,0,0.5,0,21.666666666666668,16,0,0,5
Online University,2.6,Brazil,PST,37,Research Assistant,2,5,2,93,Windows Chrome,Job Portal,False,14,0,0.5,0,7.4,11,0,3,3
International University,3.4,Brazil,CST,37,Business Analyst Intern,0,4,4,63,Mac Safari,Company Website,False,14,0,0.5,0,9.25,14,0,4,4
International University,3.08,Canada,GMT,78,Research Assistant,1,2,2,311,Windows Firefox,Company Website,False,14,0,0.5,0,39.0,14,0,5,4
Community College,3.63,Germany,EST,114,Business Analyst Intern,0,3,2,101,Mac Safari,Company Website,False,14,0,0.5,0,38.0,9,0,1,4
Community College,3.22,Australia,CST,109,Data Science Intern,1,2,4,416,Windows Firefox,Job Portal,False,16,0,0.6,0,54.5,16,0,5,5
Community College,3.8,Multiple,Unknown,3,Software Developer Intern,5,9,7,12,Automated Script,Direct,True,6,1,0.7,1,0.3333333333333333,0,1,2,5
Tech Institute,2.69,Australia,GMT,63,Software Developer Intern,0,3,4,147,Windows Firefox,LinkedIn,False,14,0,0.5,0,21.0,14,0,6,4
International University,3.62,UK,PST,77,Research Assistant,1,5,4,428,Mobile iOS,University,False,16,0,0.6,0,15.4,15,0,5,2
Community College,3.58,UK,GMT,31,Business Analyst Intern,2,2,2,250,Mobile iOS,University,False,14,0,0.5,0,15.5,13,0,5,2
Liberal Arts College,3.69,USA,CET,28,Marketing Intern,1,3,3,91,Windows Firefox,LinkedIn,False,14,0,0.5,0,9.333333333333334,14,0,4,6
Liberal Arts College,3.88,USA,CET,109,Data Science Intern,1,2,4,347,Mac Safari,Job Portal,False,16,0,0.6,0,54.5,10,0,0,2
Community College,3.18,India,CST,28,Research Assistant,1,2,3,266,Mobile iOS,Company Website,False,14,0,0.5,0,14.0,9,0,1,2
State University,3.54,Germany,IST,108,Software Developer Intern,1,5,3,425,Mobile iOS,LinkedIn,False,15,0,0.55,0,21.6,14,0,1,2
Community College,3.58,USA,CST,32,Marketing Intern,3,5,4,430,Mac Safari,LinkedIn,False,14,0,0.5,0,6.4,10,0,0,5
Community College,3.24,Australia,PST,37,Data Science Intern,1,5,2,389,Windows Firefox,University,False,14,0,0.5,0,7.4,15,0,1,4
Liberal Arts College,3.21,India,EST,100,Software Developer Intern,3,5,4,200,Windows Firefox,University,False,15,0,0.55,0,20.0,14,0,5,6
Online University,3.83,Brazil,,2,Research Assistant,5,9,8,100,Automated Script,Direct,True,17,0,0.75,1,0.2222222222222222,10,0,0,5
Online University,3.28,USA,EST,79,Data Science Intern,0,4,4,194,Mobile iOS,Job Portal,False,14,0,0.5,0,19.75,15,0,1,5
State University,3.56,Australia,CST,79,Data Science Intern,1,3,2,470,Mobile iOS,University,False,13,0,0.45,0,26.33333333333333,10,0,1,4
Community College,3.75,China,IST,120,Research Assistant,1,5,3,52,Windows Chrome,LinkedIn,False,13,0,0.45,0,24.0,16,0,5,2
State University,3.45,India,PST,56,Data Science Intern,1,5,4,323,Mac Safari,LinkedIn,False,13,0,0.45,0,11.2,17,0,0,6
Tech Institute,3.74,Germany,IST,116,Research Assistant,1,4,4,494,Windows Chrome,LinkedIn,False,13,0,0.45,0,29.0,16,0,3,4
Liberal Arts College,3.48,Canada,GMT,26,Research Assistant,0,3,3,111,Mobile iOS,Job Portal,False,15,0,0.55,0,8.666666666666666,11,0,0,2
Community College,3.7,Canada,IST,77,Research Assistant,2,2,2,150,Windows Chrome,University,False,14,0,0.5,0,38.5,9,0,3,4
Community College,3.67,UK,UTC,5,Business Analyst Intern,7,8,6,49,Unknown Browser,,True,12,1,0.55,0,0.625,16,0,3,4
State University,4.01,,,8,Business Analyst Intern,8,9,8,11,Unknown Browser,Direct,True,12,1,0.55,0,0.8888888888888888,21,0,6,2
Liberal Arts College,3.83,USA,EST,60,Software Developer Intern,0,3,2,90,Mobile iOS,Company Website,False,14,0,0.5,0,20.0,13,0,1,4
Liberal Arts College,3.23,Australia,CST,72,Software Developer Intern,1,3,3,123,Windows Chrome,Job Portal,False,13,0,0.45,0,24.0,12,0,1,3
State University,2.99,USA,IST,108,Data Science Intern,0,2,4,71,Windows Chrome,University,False,17,0,0.65,0,54.0,11,0,5,3
Community College,3.23,Australia,EST,61,Data Science Intern,0,2,4,466,Windows Chrome,Job Portal,False,14,0,0.5,0,30.5,16,0,4,5
Online University,3.49,USA,CET,72,Research Assistant,1,2,2,186,Windows Chrome,LinkedIn,False,14,0,0.5,0,36.0,16,0,5,5
Online University,3.07,Australia,IST,40,Software Developer Intern,0,3,4,384,Mac Safari,LinkedIn,False,13,0,0.45,0,13.333333333333334,13,0,2,1
Liberal Arts College,3.57,USA,PST,80,Marketing Intern,0,5,2,393,Windows Chrome,Company Website,False,13,0,0.45,0,16.0,12,0,1,2
Online University,3.71,Canada,PST,99,Marketing Intern,0,3,4,486,Mac Safari,University,False,14,0,0.5,0,33.0,16,0,5,3
Tech Institute,3.79,Australia,UTC,3,Business Analyst Intern,5,7,8,74,Windows Chrome,Direct,True,12,1,0.55,0,0.4285714285714285,12,0,4,5
Online University,3.56,Australia,GMT,22,Data Science Intern,2,3,2,253,Mac Safari,University,False,14,0,0.5,0,7.333333333333333,11,0,0,2
Tech Institute,3.09,UK,IST,52,Software Developer Intern,2,3,2,80,Windows Firefox,Company Website,False,13,0,0.45,0,17.333333333333332,17,0,4,2
Online University,3.16,China,CET,111,Data Science Intern,0,3,2,92,Windows Firefox,LinkedIn,False,14,0,0.5,0,37.0,15,0,6,1
International University,3.89,China,EST,92,Data Science Intern,0,3,3,299,Mobile iOS,Job Portal,False,15,0,0.55,0,30.666666666666668,16,0,1,4
State University,3.36,UK,CST,29,Research Assistant,1,4,4,416,Windows Chrome,University,False,14,0,0.5,0,7.25,9,0,5,1
State University,3.72,Canada,EST,91,Research Assistant,1,2,3,381,Windows Firefox,Job Portal,False,13,0,0.45,0,45.5,15,0,4,3
Community College,3.65,Germany,IST,61,Business Analyst Intern,0,2,2,271,Mac Safari,Job Portal,False,16,0,0.6,0,30.5,11,0,4,5
Online University,3.14,Canada,IST,86,Business Analyst Intern,1,5,3,275,Mac Safari,Job Portal,False,15,0,0.55,0,17.2,11,0,5,5
Online University,3.59,China,CET,85,Marketing Intern,2,2,4,277,Windows Firefox,University,False,14,0,0.5,0,42.5,12,0,3,1
Community College,3.79,China,,3,Data Science Intern,8,6,8,75,Automated Script,,True,15,0,0.5,1,0.5,20,0,1,4
Tech Institute,3.48,UK,CET,74,Data Science Intern,2,2,4,396,Mac Safari,Company Website,False,13,0,0.45,0,37.0,17,0,0,2
International University,3.26,Canada,CET,45,Marketing Intern,1,5,4,313,Windows Chrome,Company Website,False,14,0,0.5,0,9.0,11,0,0,5
Liberal Arts College,3.1,USA,IST,101,Business Analyst Intern,0,3,3,168,Mobile iOS,LinkedIn,False,14,0,0.5,0,33.666666666666664,11,0,4,4
State University,3.78,Germany,UTC,5,Data Science Intern,5,10,7,62,Unknown Browser,,True,12,1,0.55,0,0.5,11,0,3,3
International University,3.28,Germany,CST,110,Business Analyst Intern,0,4,3,249,Mobile iOS,Company Website,False,12,0,0.5,0,27.5,10,0,5,5
State University,3.59,India,CET,47,Data Science Intern,0,3,3,110,Windows Firefox,Company Website,False,17,0,0.65,0,15.666666666666666,9,0,6,6
International University,3.51,India,CET,63,Marketing Intern,0,2,2,134,Windows Firefox,LinkedIn,False,15,0,0.55,0,31.5,9,0,0,2
Community College,3.78,Germany,Unknown,3,Data Science Intern,7,6,8,18,Unknown Browser,,True,11,1,0.5,0,0.5,4,1,5,3
State University,3.53,Canada,CET,75,Business Analyst Intern,1,5,4,333,Mac Safari,Job Portal,False,12,0,0.45,0,15.0,16,0,0,2
State University,2.83,Canada,CET,22,Research Assistant,1,3,4,264,Windows Firefox,Job Portal,False,15,0,0.55,0,7.333333333333333,10,0,3,4
Online University,3.06,Canada,CET,28,Business Analyst Intern,1,3,4,304,Windows Chrome,University,False,15,0,0.55,0,9.333333333333334,9,0,5,4
International University,2.78,Germany,EST,37,Software Developer Intern,3,4,2,111,Windows Firefox,LinkedIn,False,15,0,0.55,0,9.25,17,0,0,6
